Trait;nom_MAELIA;plant_sem;annee_deb;id_operation;ordre_op;DATE;PROF;TYPE;DOSE;TEMPS
beauce_5_sa_000;BTH;ble;2019;PREPA;;27/09/2019;23.3;travail_sol_1;;
beauce_5_sa_000;BTH;ble;2019;PREPA;2;04/10/2019;6.2;une_reprise;;
beauce_5_sa_000;BTH;ble;2019;SEMIS;;22/10/2019;2.3;semis;;
beauce_5_sa_000;BTH;ble;2019;RECOLTE;;29/07/2020;;;;
beauce_5_sa_000;BTH;ble;2020;PREPA;;27/09/2020;23.3;travail_sol_1;;
beauce_5_sa_000;BTH;ble;2020;PREPA;2;04/10/2020;6.2;une_reprise;;
beauce_5_sa_000;BTH;ble;2020;SEMIS;;22/10/2020;2.3;semis;;
beauce_5_sa_000;BTH;ble;2020;RECOLTE;;30/07/2021;;;;
beauce_5_sa_000;BTH;ble;2021;PREPA;;27/09/2021;23.3;travail_sol_1;;
beauce_5_sa_000;BTH;ble;2021;PREPA;2;04/10/2021;6.2;une_reprise;;
beauce_5_sa_000;BTH;ble;2021;SEMIS;;22/10/2021;2.3;semis;;
beauce_5_sa_000;BTH;ble;2021;RECOLTE;;30/07/2022;;;;
beauce_5_sa_000;BTH;ble;2022;PREPA;;27/09/2022;23.3;travail_sol_1;;
beauce_5_sa_000;BTH;ble;2022;PREPA;2;04/10/2022;6.2;une_reprise;;
beauce_5_sa_000;BTH;ble;2022;SEMIS;;22/10/2022;2.3;semis;;
beauce_5_sa_000;BTH;ble;2022;RECOLTE;;30/07/2023;;;;
beauce_5_sa_000;BTH;ble;2023;PREPA;;27/09/2023;23.3;travail_sol_1;;
beauce_5_sa_000;BTH;ble;2023;PREPA;2;04/10/2023;6.2;une_reprise;;
beauce_5_sa_000;BTH;ble;2023;SEMIS;;22/10/2023;2.3;semis;;
beauce_5_sa_000;BTH;ble;2023;RECOLTE;;29/07/2024;;;;
beauce_5_sa_000;BTH;ble;2024;PREPA;;27/09/2024;23.3;travail_sol_1;;
beauce_5_sa_000;BTH;ble;2024;PREPA;2;04/10/2024;6.2;une_reprise;;
beauce_5_sa_000;BTH;ble;2024;SEMIS;;22/10/2024;2.3;semis;;
beauce_5_sa_000;BTH;ble;2024;RECOLTE;;30/07/2025;;;;
beauce_5_sa_000;BTH;ble;2025;PREPA;;27/09/2025;23.3;travail_sol_1;;
beauce_5_sa_000;BTH;ble;2025;PREPA;2;04/10/2025;6.2;une_reprise;;
beauce_5_sa_000;BTH;ble;2025;SEMIS;;22/10/2025;2.3;semis;;
beauce_5_sa_000;BTH;ble;2025;RECOLTE;;30/07/2026;;;;
beauce_5_sa_000;BTH;ble;2026;PREPA;;27/09/2026;23.3;travail_sol_1;;
beauce_5_sa_000;BTH;ble;2026;PREPA;2;04/10/2026;6.2;une_reprise;;
beauce_5_sa_000;BTH;ble;2026;SEMIS;;22/10/2026;2.3;semis;;
beauce_5_sa_000;BTH;ble;2026;RECOLTE;;30/07/2027;;;;
beauce_5_sa_000;BTH;ble;2027;PREPA;;27/09/2027;23.3;travail_sol_1;;
beauce_5_sa_000;BTH;ble;2027;PREPA;2;04/10/2027;6.2;une_reprise;;
beauce_5_sa_000;BTH;ble;2027;SEMIS;;22/10/2027;2.3;semis;;
beauce_5_sa_000;BTH;ble;2027;RECOLTE;;29/07/2028;;;;
beauce_5_sa_000;BTH;ble;2028;PREPA;;27/09/2028;23.3;travail_sol_1;;
beauce_5_sa_000;BTH;ble;2028;PREPA;2;04/10/2028;6.2;une_reprise;;
beauce_5_sa_000;BTH;ble;2028;SEMIS;;22/10/2028;2.3;semis;;
beauce_5_sa_000;BTH;ble;2028;RECOLTE;;30/07/2029;;;;
beauce_5_sa_001;BTH;ble;2019;PREPA;;06/09/2019;22.3;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2019;SEMIS;;15/09/2019;1.5;semis;;
beauce_5_sa_001;BTH;ble;2019;FERTI_Min;1;11/12/2019;;AN;98.6;
beauce_5_sa_001;BTH;ble;2019;FERTI_Min;2;21/03/2020;;AN;92.1;
beauce_5_sa_001;BTH;ble;2019;FERTI_Min;3;11/06/2020;;AN;20.5;
beauce_5_sa_001;BTH;ble;2019;RECOLTE;;04/08/2020;;;;
beauce_5_sa_001;BTH;ble;2020;PREPA;;06/09/2020;22.3;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2020;SEMIS;;15/09/2020;1.5;semis;;
beauce_5_sa_001;BTH;ble;2020;FERTI_Min;1;11/12/2020;;AN;98.6;
beauce_5_sa_001;BTH;ble;2020;FERTI_Min;2;22/03/2021;;AN;92.1;
beauce_5_sa_001;BTH;ble;2020;FERTI_Min;3;12/06/2021;;AN;20.5;
beauce_5_sa_001;BTH;ble;2020;RECOLTE;;05/08/2021;;;;
beauce_5_sa_001;BTH;ble;2021;PREPA;;06/09/2021;22.3;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2021;SEMIS;;15/09/2021;1.5;semis;;
beauce_5_sa_001;BTH;ble;2021;FERTI_Min;1;11/12/2021;;AN;98.6;
beauce_5_sa_001;BTH;ble;2021;FERTI_Min;2;22/03/2022;;AN;92.1;
beauce_5_sa_001;BTH;ble;2021;FERTI_Min;3;12/06/2022;;AN;20.5;
beauce_5_sa_001;BTH;ble;2021;RECOLTE;;05/08/2022;;;;
beauce_5_sa_001;BTH;ble;2022;PREPA;;06/09/2022;22.3;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2022;SEMIS;;15/09/2022;1.5;semis;;
beauce_5_sa_001;BTH;ble;2022;FERTI_Min;1;11/12/2022;;AN;98.6;
beauce_5_sa_001;BTH;ble;2022;FERTI_Min;2;22/03/2023;;AN;92.1;
beauce_5_sa_001;BTH;ble;2022;FERTI_Min;3;12/06/2023;;AN;20.5;
beauce_5_sa_001;BTH;ble;2022;RECOLTE;;05/08/2023;;;;
beauce_5_sa_001;BTH;ble;2023;PREPA;;06/09/2023;22.3;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2023;SEMIS;;15/09/2023;1.5;semis;;
beauce_5_sa_001;BTH;ble;2023;FERTI_Min;1;11/12/2023;;AN;98.6;
beauce_5_sa_001;BTH;ble;2023;FERTI_Min;2;21/03/2024;;AN;92.1;
beauce_5_sa_001;BTH;ble;2023;FERTI_Min;3;11/06/2024;;AN;20.5;
beauce_5_sa_001;BTH;ble;2023;RECOLTE;;04/08/2024;;;;
beauce_5_sa_001;BTH;ble;2024;PREPA;;06/09/2024;22.3;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2024;SEMIS;;15/09/2024;1.5;semis;;
beauce_5_sa_001;BTH;ble;2024;FERTI_Min;1;11/12/2024;;AN;98.6;
beauce_5_sa_001;BTH;ble;2024;FERTI_Min;2;22/03/2025;;AN;92.1;
beauce_5_sa_001;BTH;ble;2024;FERTI_Min;3;12/06/2025;;AN;20.5;
beauce_5_sa_001;BTH;ble;2024;RECOLTE;;05/08/2025;;;;
beauce_5_sa_001;BTH;ble;2025;PREPA;;06/09/2025;22.3;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2025;SEMIS;;15/09/2025;1.5;semis;;
beauce_5_sa_001;BTH;ble;2025;FERTI_Min;1;11/12/2025;;AN;98.6;
beauce_5_sa_001;BTH;ble;2025;FERTI_Min;2;22/03/2026;;AN;92.1;
beauce_5_sa_001;BTH;ble;2025;FERTI_Min;3;12/06/2026;;AN;20.5;
beauce_5_sa_001;BTH;ble;2025;RECOLTE;;05/08/2026;;;;
beauce_5_sa_001;BTH;ble;2026;PREPA;;06/09/2026;22.3;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2026;SEMIS;;15/09/2026;1.5;semis;;
beauce_5_sa_001;BTH;ble;2026;FERTI_Min;1;11/12/2026;;AN;98.6;
beauce_5_sa_001;BTH;ble;2026;FERTI_Min;2;22/03/2027;;AN;92.1;
beauce_5_sa_001;BTH;ble;2026;FERTI_Min;3;12/06/2027;;AN;20.5;
beauce_5_sa_001;BTH;ble;2026;RECOLTE;;05/08/2027;;;;
beauce_5_sa_001;BTH;ble;2027;PREPA;;06/09/2027;22.3;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2027;SEMIS;;15/09/2027;1.5;semis;;
beauce_5_sa_001;BTH;ble;2027;FERTI_Min;1;11/12/2027;;AN;98.6;
beauce_5_sa_001;BTH;ble;2027;FERTI_Min;2;21/03/2028;;AN;92.1;
beauce_5_sa_001;BTH;ble;2027;FERTI_Min;3;11/06/2028;;AN;20.5;
beauce_5_sa_001;BTH;ble;2027;RECOLTE;;04/08/2028;;;;
beauce_5_sa_001;BTH;ble;2028;PREPA;;06/09/2028;22.3;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2028;SEMIS;;15/09/2028;1.5;semis;;
beauce_5_sa_001;BTH;ble;2028;FERTI_Min;1;11/12/2028;;AN;98.6;
beauce_5_sa_001;BTH;ble;2028;FERTI_Min;2;22/03/2029;;AN;92.1;
beauce_5_sa_001;BTH;ble;2028;FERTI_Min;3;12/06/2029;;AN;20.5;
beauce_5_sa_001;BTH;ble;2028;RECOLTE;;05/08/2029;;;;
beauce_5_sa_002;BTH;ble;2019;PREPA;;23/10/2019;24.1;travail_sol_1;;
beauce_5_sa_002;BTH;ble;2019;SEMIS;;13/11/2019;1.4;semis;;
beauce_5_sa_002;BTH;ble;2019;FERTI_Min;1;12/01/2020;;AN;72.4;
beauce_5_sa_002;BTH;ble;2019;FERTI_Min;2;20/05/2020;;AN;12.7;
beauce_5_sa_002;BTH;ble;2019;FERTI_Min;3;21/05/2020;;AN;64.2;
beauce_5_sa_002;BTH;ble;2019;RECOLTE;;15/07/2020;;;;
beauce_5_sa_002;BTH;ble;2020;PREPA;;23/10/2020;24.1;travail_sol_1;;
beauce_5_sa_002;BTH;ble;2020;SEMIS;;13/11/2020;1.4;semis;;
beauce_5_sa_002;BTH;ble;2020;FERTI_Min;1;12/01/2021;;AN;72.4;
beauce_5_sa_002;BTH;ble;2020;FERTI_Min;2;21/05/2021;;AN;12.7;
beauce_5_sa_002;BTH;ble;2020;FERTI_Min;3;22/05/2021;;AN;64.2;
beauce_5_sa_002;BTH;ble;2020;RECOLTE;;16/07/2021;;;;
beauce_5_sa_002;BTH;ble;2021;PREPA;;23/10/2021;24.1;travail_sol_1;;
beauce_5_sa_002;BTH;ble;2021;SEMIS;;13/11/2021;1.4;semis;;
beauce_5_sa_002;BTH;ble;2021;FERTI_Min;1;12/01/2022;;AN;72.4;
beauce_5_sa_002;BTH;ble;2021;FERTI_Min;2;21/05/2022;;AN;12.7;
beauce_5_sa_002;BTH;ble;2021;FERTI_Min;3;22/05/2022;;AN;64.2;
beauce_5_sa_002;BTH;ble;2021;RECOLTE;;16/07/2022;;;;
beauce_5_sa_002;BTH;ble;2022;PREPA;;23/10/2022;24.1;travail_sol_1;;
beauce_5_sa_002;BTH;ble;2022;SEMIS;;13/11/2022;1.4;semis;;
beauce_5_sa_002;BTH;ble;2022;FERTI_Min;1;12/01/2023;;AN;72.4;
beauce_5_sa_002;BTH;ble;2022;FERTI_Min;2;21/05/2023;;AN;12.7;
beauce_5_sa_002;BTH;ble;2022;FERTI_Min;3;22/05/2023;;AN;64.2;
beauce_5_sa_002;BTH;ble;2022;RECOLTE;;16/07/2023;;;;
beauce_5_sa_002;BTH;ble;2023;PREPA;;23/10/2023;24.1;travail_sol_1;;
beauce_5_sa_002;BTH;ble;2023;SEMIS;;13/11/2023;1.4;semis;;
beauce_5_sa_002;BTH;ble;2023;FERTI_Min;1;12/01/2024;;AN;72.4;
beauce_5_sa_002;BTH;ble;2023;FERTI_Min;2;20/05/2024;;AN;12.7;
beauce_5_sa_002;BTH;ble;2023;FERTI_Min;3;21/05/2024;;AN;64.2;
beauce_5_sa_002;BTH;ble;2023;RECOLTE;;15/07/2024;;;;
beauce_5_sa_002;BTH;ble;2024;PREPA;;23/10/2024;24.1;travail_sol_1;;
beauce_5_sa_002;BTH;ble;2024;SEMIS;;13/11/2024;1.4;semis;;
beauce_5_sa_002;BTH;ble;2024;FERTI_Min;1;12/01/2025;;AN;72.4;
beauce_5_sa_002;BTH;ble;2024;FERTI_Min;2;21/05/2025;;AN;12.7;
beauce_5_sa_002;BTH;ble;2024;FERTI_Min;3;22/05/2025;;AN;64.2;
beauce_5_sa_002;BTH;ble;2024;RECOLTE;;16/07/2025;;;;
beauce_5_sa_002;BTH;ble;2025;PREPA;;23/10/2025;24.1;travail_sol_1;;
beauce_5_sa_002;BTH;ble;2025;SEMIS;;13/11/2025;1.4;semis;;
beauce_5_sa_002;BTH;ble;2025;FERTI_Min;1;12/01/2026;;AN;72.4;
beauce_5_sa_002;BTH;ble;2025;FERTI_Min;2;21/05/2026;;AN;12.7;
beauce_5_sa_002;BTH;ble;2025;FERTI_Min;3;22/05/2026;;AN;64.2;
beauce_5_sa_002;BTH;ble;2025;RECOLTE;;16/07/2026;;;;
beauce_5_sa_002;BTH;ble;2026;PREPA;;23/10/2026;24.1;travail_sol_1;;
beauce_5_sa_002;BTH;ble;2026;SEMIS;;13/11/2026;1.4;semis;;
beauce_5_sa_002;BTH;ble;2026;FERTI_Min;1;12/01/2027;;AN;72.4;
beauce_5_sa_002;BTH;ble;2026;FERTI_Min;2;21/05/2027;;AN;12.7;
