Trait;nom_MAELIA;plant_sem;annee_deb;id_operation;ordre_op;DATE;PROF;TYPE;DOSE;TEMPS
beauce_5_sa_000;BTH;ble;2019;SEMIS;;27/09/2019;3.3;semis;;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;1;11/01/2020;;AN;99.8;
beauce_5_sa_000;BTH;ble;2019;RECOLTE;;10/08/2020;;;;
beauce_5_sa_000;BTH;ble;2020;SEMIS;;27/09/2020;3.3;semis;;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;1;11/01/2021;;AN;99.8;
beauce_5_sa_000;BTH;ble;2020;RECOLTE;;11/08/2021;;;;
beauce_5_sa_000;BTH;ble;2021;SEMIS;;27/09/2021;3.3;semis;;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;1;11/01/2022;;AN;99.8;
beauce_5_sa_000;BTH;ble;2021;RECOLTE;;11/08/2022;;;;
beauce_5_sa_000;BTH;ble;2022;SEMIS;;27/09/2022;3.3;semis;;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;1;11/01/2023;;AN;99.8;
beauce_5_sa_000;BTH;ble;2022;RECOLTE;;11/08/2023;;;;
beauce_5_sa_000;BTH;ble;2023;SEMIS;;27/09/2023;3.3;semis;;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;1;11/01/2024;;AN;99.8;
beauce_5_sa_000;BTH;ble;2023;RECOLTE;;10/08/2024;;;;
beauce_5_sa_000;BTH;ble;2024;SEMIS;;27/09/2024;3.3;semis;;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;1;11/01/2025;;AN;99.8;
beauce_5_sa_000;BTH;ble;2024;RECOLTE;;11/08/2025;;;;
beauce_5_sa_000;BTH;ble;2025;SEMIS;;27/09/2025;3.3;semis;;
beauce_5_sa_000;BTH;ble;2025;FERTI_Min;1;11/01/2026;;AN;99.8;
beauce_5_sa_000;BTH;ble;2025;RECOLTE;;11/08/2026;;;;
beauce_5_sa_000;BTH;ble;2026;SEMIS;;27/09/2026;3.3;semis;;
beauce_5_sa_000;BTH;ble;2026;FERTI_Min;1;11/01/2027;;AN;99.8;
beauce_5_sa_000;BTH;ble;2026;RECOLTE;;11/08/2027;;;;
beauce_5_sa_000;BTH;ble;2027;SEMIS;;27/09/2027;3.3;semis;;
beauce_5_sa_000;BTH;ble;2027;FERTI_Min;1;11/01/2028;;AN;99.8;
beauce_5_sa_000;BTH;ble;2027;RECOLTE;;10/08/2028;;;;
beauce_5_sa_000;BTH;ble;2028;SEMIS;;27/09/2028;3.3;semis;;
beauce_5_sa_000;BTH;ble;2028;FERTI_Min;1;11/01/2029;;AN;99.8;
beauce_5_sa_000;BTH;ble;2028;RECOLTE;;11/08/2029;;;;
beauce_5_sa_000;BTH;ble;2029;SEMIS;;27/09/2029;3.3;semis;;
beauce_5_sa_000;BTH;ble;2029;FERTI_Min;1;11/01/2030;;AN;99.8;
beauce_5_sa_000;BTH;ble;2029;RECOLTE;;11/08/2030;;;;
beauce_5_sa_000;BTH;ble;2030;SEMIS;;27/09/2030;3.3;semis;;
beauce_5_sa_000;BTH;ble;2030;FERTI_Min;1;11/01/2031;;AN;99.8;
beauce_5_sa_000;BTH;ble;2030;RECOLTE;;11/08/2031;;;;
beauce_5_sa_001;BTH;ble;2019;PREPA;;26/08/2019;13.3;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2019;PREPA;2;26/08/2019;19.1;une_reprise;;
beauce_5_sa_001;BTH;ble;2019;SEMIS;;17/09/2019;1.9;semis;;
beauce_5_sa_001;BTH;ble;2019;FERTI_Min;1;11/06/2020;;AN;46.8;
beauce_5_sa_001;BTH;ble;2019;FERTI_Min;2;12/06/2020;;AN;36.8;
beauce_5_sa_001;BTH;ble;2019;RECOLTE;;03/07/2020;;;;
beauce_5_sa_001;BTH;ble;2020;PREPA;;26/08/2020;13.3;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2020;PREPA;2;26/08/2020;19.1;une_reprise;;
beauce_5_sa_001;BTH;ble;2020;SEMIS;;17/09/2020;1.9;semis;;
beauce_5_sa_001;BTH;ble;2020;FERTI_Min;1;12/06/2021;;AN;46.8;
beauce_5_sa_001;BTH;ble;2020;FERTI_Min;2;13/06/2021;;AN;36.8;
beauce_5_sa_001;BTH;ble;2020;RECOLTE;;04/07/2021;;;;
beauce_5_sa_001;BTH;ble;2021;PREPA;;26/08/2021;13.3;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2021;PREPA;2;26/08/2021;19.1;une_reprise;;
beauce_5_sa_001;BTH;ble;2021;SEMIS;;17/09/2021;1.9;semis;;
