Trait;nom_MAELIA;plant_sem;annee_deb;id_operation;ordre_op;DATE;PROF;TYPE;DOSE;TEMPS
beauce_5_sa_000;BTH;ble;2019;SEMIS;;03/11/2019;2.3;semis;;
beauce_5_sa_000;BTH;ble;2019;RECOLTE;;29/07/2020;;;;
beauce_5_sa_000;BTH;ble;2020;SEMIS;;03/11/2020;2.3;semis;;
beauce_5_sa_000;BTH;ble;2020;RECOLTE;;30/07/2021;;;;
beauce_5_sa_000;BTH;ble;2021;SEMIS;;03/11/2021;2.3;semis;;
beauce_5_sa_000;BTH;ble;2021;RECOLTE;;30/07/2022;;;;
beauce_5_sa_000;BTH;ble;2022;SEMIS;;03/11/2022;2.3;semis;;
beauce_5_sa_000;BTH;ble;2022;RECOLTE;;30/07/2023;;;;
beauce_5_sa_000;BTH;ble;2023;SEMIS;;03/11/2023;2.3;semis;;
beauce_5_sa_000;BTH;ble;2023;RECOLTE;;29/07/2024;;;;
beauce_5_sa_000;BTH;ble;2024;SEMIS;;03/11/2024;2.3;semis;;
beauce_5_sa_000;BTH;ble;2024;RECOLTE;;30/07/2025;;;;
beauce_5_sa_000;BTH;ble;2025;SEMIS;;03/11/2025;2.3;semis;;
beauce_5_sa_000;BTH;ble;2025;RECOLTE;;30/07/2026;;;;
beauce_5_sa_000;BTH;ble;2026;SEMIS;;03/11/2026;2.3;semis;;
beauce_5_sa_000;BTH;ble;2026;RECOLTE;;30/07/2027;;;;
beauce_5_sa_000;BTH;ble;2027;SEMIS;;03/11/2027;2.3;semis;;
beauce_5_sa_000;BTH;ble;2027;RECOLTE;;29/07/2028;;;;
beauce_5_sa_000;BTH;ble;2028;SEMIS;;03/11/2028;2.3;semis;;
beauce_5_sa_000;BTH;ble;2028;RECOLTE;;30/07/2029;;;;
beauce_5_sa_000;BTH;ble;2029;SEMIS;;03/11/2029;2.3;semis;;
beauce_5_sa_000;BTH;ble;2029;RECOLTE;;30/07/2030;;;;
beauce_5_sa_000;BTH;ble;2030;SEMIS;;03/11/2030;2.3;semis;;
beauce_5_sa_000;BTH;ble;2030;RECOLTE;;30/07/2031;;;;
beauce_5_sa_001;BTH;ble;2019;PREPA;;04/09/2019;6.7;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2019;PREPA;2;04/09/2019;12.2;une_reprise;;
beauce_5_sa_001;BTH;ble;2019;SEMIS;;27/09/2019;2.0;semis;;
beauce_5_sa_001;BTH;ble;2019;FERTI_Min;1;15/06/2020;;AN;82.3;
beauce_5_sa_001;BTH;ble;2019;FERTI_Min;2;16/06/2020;;AN;12.0;
beauce_5_sa_001;BTH;ble;2019;FERTI_Min;3;17/06/2020;;AN;17.0;
beauce_5_sa_001;BTH;ble;2019;RECOLTE;;25/06/2020;;;;
beauce_5_sa_001;BTH;ble;2020;PREPA;;04/09/2020;6.7;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2020;PREPA;2;04/09/2020;12.2;une_reprise;;
beauce_5_sa_001;BTH;ble;2020;SEMIS;;27/09/2020;2.0;semis;;
beauce_5_sa_001;BTH;ble;2020;FERTI_Min;1;16/06/2021;;AN;82.3;
beauce_5_sa_001;BTH;ble;2020;FERTI_Min;2;17/06/2021;;AN;12.0;
beauce_5_sa_001;BTH;ble;2020;FERTI_Min;3;18/06/2021;;AN;17.0;
beauce_5_sa_001;BTH;ble;2020;RECOLTE;;26/06/2021;;;;
beauce_5_sa_001;BTH;ble;2021;PREPA;;04/09/2021;6.7;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2021;PREPA;2;04/09/2021;12.2;une_reprise;;
beauce_5_sa_001;BTH;ble;2021;SEMIS;;27/09/2021;2.0;semis;;
beauce_5_sa_001;BTH;ble;2021;FERTI_Min;1;16/06/2022;;AN;82.3;
beauce_5_sa_001;BTH;ble;2021;FERTI_Min;2;17/06/2022;;AN;12.0;
beauce_5_sa_001;BTH;ble;2021;FERTI_Min;3;18/06/2022;;AN;17.0;
beauce_5_sa_001;BTH;ble;2021;RECOLTE;;26/06/2022;;;;
beauce_5_sa_001;BTH;ble;2022;PREPA;;04/09/2022;6.7;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2022;PREPA;2;04/09/2022;12.2;une_reprise;;
beauce_5_sa_001;BTH;ble;2022;SEMIS;;27/09/2022;2.0;semis;;
beauce_5_sa_001;BTH;ble;2022;FERTI_Min;1;16/06/2023;;AN;82.3;
beauce_5_sa_001;BTH;ble;2022;FERTI_Min;2;17/06/2023;;AN;12.0;
beauce_5_sa_001;BTH;ble;2022;FERTI_Min;3;18/06/2023;;AN;17.0;
beauce_5_sa_001;BTH;ble;2022;RECOLTE;;26/06/2023;;;;
beauce_5_sa_001;BTH;ble;2023;PREPA;;04/09/2023;6.7;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2023;PREPA;2;04/09/2023;12.2;une_reprise;;
beauce_5_sa_001;BTH;ble;2023;SEMIS;;27/09/2023;2.0;semis;;
beauce_5_sa_001;BTH;ble;2023;FERTI_Min;1;15/06/2024;;AN;82.3;
beauce_5_sa_001;BTH;ble;2023;FERTI_Min;2;16/06/2024;;AN;12.0;
beauce_5_sa_001;BTH;ble;2023;FERTI_Min;3;17/06/2024;;AN;17.0;
beauce_5_sa_001;BTH;ble;2023;RECOLTE;;25/06/2024;;;;
beauce_5_sa_001;BTH;ble;2024;PREPA;;04/09/2024;6.7;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2024;PREPA;2;04/09/2024;12.2;une_reprise;;
beauce_5_sa_001;BTH;ble;2024;SEMIS;;27/09/2024;2.0;semis;;
beauce_5_sa_001;BTH;ble;2024;FERTI_Min;1;16/06/2025;;AN;82.3;
beauce_5_sa_001;BTH;ble;2024;FERTI_Min;2;17/06/2025;;AN;12.0;
beauce_5_sa_001;BTH;ble;2024;FERTI_Min;3;18/06/2025;;AN;17.0;
beauce_5_sa_001;BTH;ble;2024;RECOLTE;;26/06/2025;;;;
beauce_5_sa_001;BTH;ble;2025;PREPA;;04/09/2025;6.7;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2025;PREPA;2;04/09/2025;12.2;une_reprise;;
beauce_5_sa_001;BTH;ble;2025;SEMIS;;27/09/2025;2.0;semis;;
beauce_5_sa_001;BTH;ble;2025;FERTI_Min;1;16/06/2026;;AN;82.3;
beauce_5_sa_001;BTH;ble;2025;FERTI_Min;2;17/06/2026;;AN;12.0;
beauce_5_sa_001;BTH;ble;2025;FERTI_Min;3;18/06/2026;;AN;17.0;
beauce_5_sa_001;BTH;ble;2025;RECOLTE;;26/06/2026;;;;
