Trait;nom_MAELIA;plant_sem;annee_deb;id_operation;ordre_op;DATE;PROF;TYPE;DOSE;TEMPS
beauce_5_sa_000;BTH;ble;2019;SEMIS;;18/09/2019;1.3;semis;;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;1;26/05/2020;;AN;46.2;
beauce_5_sa_000;BTH;ble;2019;RECOLTE;;03/07/2020;;;;
beauce_5_sa_000;BTH;ble;2020;SEMIS;;18/09/2020;1.3;semis;;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;1;27/05/2021;;AN;46.2;
beauce_5_sa_000;BTH;ble;2020;RECOLTE;;04/07/2021;;;;
beauce_5_sa_000;BTH;ble;2021;SEMIS;;18/09/2021;1.3;semis;;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;1;27/05/2022;;AN;46.2;
beauce_5_sa_000;BTH;ble;2021;RECOLTE;;04/07/2022;;;;
beauce_5_sa_000;BTH;ble;2022;SEMIS;;18/09/2022;1.3;semis;;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;1;27/05/2023;;AN;46.2;
beauce_5_sa_000;BTH;ble;2022;RECOLTE;;04/07/2023;;;;
beauce_5_sa_000;BTH;ble;2023;SEMIS;;18/09/2023;1.3;semis;;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;1;26/05/2024;;AN;46.2;
beauce_5_sa_000;BTH;ble;2023;RECOLTE;;03/07/2024;;;;
beauce_5_sa_000;BTH;ble;2024;SEMIS;;18/09/2024;1.3;semis;;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;1;27/05/2025;;AN;46.2;
beauce_5_sa_000;BTH;ble;2024;RECOLTE;;04/07/2025;;;;
beauce_5_sa_000;BTH;ble;2025;SEMIS;;18/09/2025;1.3;semis;;
beauce_5_sa_000;BTH;ble;2025;FERTI_Min;1;27/05/2026;;AN;46.2;
beauce_5_sa_000;BTH;ble;2025;RECOLTE;;04/07/2026;;;;
beauce_5_sa_000;BTH;ble;2026;SEMIS;;18/09/2026;1.3;semis;;
beauce_5_sa_000;BTH;ble;2026;FERTI_Min;1;27/05/2027;;AN;46.2;
