Trait;nom_MAELIA;plant_sem;annee_deb;id_operation;ordre_op;DATE;PROF;TYPE;DOSE;TEMPS
beauce_5_sa_000;BTH;ble;2019;SEMIS;;07/11/2019;2.2;semis;;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;1;29/05/2020;;AN;94.1;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;2;30/05/2020;;AN;89.7;
beauce_5_sa_000;BTH;ble;2019;RECOLTE;;19/06/2020;;;;
beauce_5_sa_000;BTH;ble;2020;SEMIS;;07/11/2020;2.2;semis;;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;1;30/05/2021;;AN;94.1;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;2;31/05/2021;;AN;89.7;
beauce_5_sa_000;BTH;ble;2020;RECOLTE;;20/06/2021;;;;
beauce_5_sa_000;BTH;ble;2021;SEMIS;;07/11/2021;2.2;semis;;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;1;30/05/2022;;AN;94.1;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;2;31/05/2022;;AN;89.7;
beauce_5_sa_000;BTH;ble;2021;RECOLTE;;20/06/2022;;;;
beauce_5_sa_000;BTH;ble;2022;SEMIS;;07/11/2022;2.2;semis;;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;1;30/05/2023;;AN;94.1;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;2;31/05/2023;;AN;89.7;
beauce_5_sa_000;BTH;ble;2022;RECOLTE;;20/06/2023;;;;
beauce_5_sa_000;BTH;ble;2023;SEMIS;;07/11/2023;2.2;semis;;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;1;29/05/2024;;AN;94.1;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;2;30/05/2024;;AN;89.7;
beauce_5_sa_000;BTH;ble;2023;RECOLTE;;19/06/2024;;;;
beauce_5_sa_000;BTH;ble;2024;SEMIS;;07/11/2024;2.2;semis;;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;1;30/05/2025;;AN;94.1;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;2;31/05/2025;;AN;89.7;
beauce_5_sa_000;BTH;ble;2024;RECOLTE;;20/06/2025;;;;
beauce_5_sa_000;BTH;ble;2025;SEMIS;;07/11/2025;2.2;semis;;
beauce_5_sa_000;BTH;ble;2025;FERTI_Min;1;30/05/2026;;AN;94.1;
beauce_5_sa_000;BTH;ble;2025;FERTI_Min;2;31/05/2026;;AN;89.7;
beauce_5_sa_000;BTH;ble;2025;RECOLTE;;20/06/2026;;;;
beauce_5_sa_000;BTH;ble;2026;SEMIS;;07/11/2026;2.2;semis;;
beauce_5_sa_000;BTH;ble;2026;FERTI_Min;1;30/05/2027;;AN;94.1;
beauce_5_sa_000;BTH;ble;2026;FERTI_Min;2;31/05/2027;;AN;89.7;
beauce_5_sa_000;BTH;ble;2026;RECOLTE;;20/06/2027;;;;
beauce_5_sa_000;BTH;ble;2027;SEMIS;;07/11/2027;2.2;semis;;
beauce_5_sa_000;BTH;ble;2027;FERTI_Min;1;29/05/2028;;AN;94.1;
beauce_5_sa_000;BTH;ble;2027;FERTI_Min;2;30/05/2028;;AN;89.7;
beauce_5_sa_000;BTH;ble;2027;RECOLTE;;19/06/2028;;;;
beauce_5_sa_000;BTH;ble;2028;SEMIS;;07/11/2028;2.2;semis;;
beauce_5_sa_000;BTH;ble;2028;FERTI_Min;1;30/05/2029;;AN;94.1;
beauce_5_sa_000;BTH;ble;2028;FERTI_Min;2;31/05/2029;;AN;89.7;
beauce_5_sa_000;BTH;ble;2028;RECOLTE;;20/06/2029;;;;
beauce_5_sa_001;BTH;ble;2019;PREPA;;27/09/2019;20.6;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2019;PREPA;2;04/10/2019;18.2;une_reprise;;
beauce_5_sa_001;BTH;ble;2019;SEMIS;;07/11/2019;2.8;semis;;
beauce_5_sa_001;BTH;ble;2019;FERTI_Min;1;29/02/2020;;AN;33.1;
beauce_5_sa_001;BTH;ble;2019;FERTI_Min;2;14/06/2020;;AN;19.4;
beauce_5_sa_001;BTH;ble;2019;RECOLTE;;21/06/2020;;;;
beauce_5_sa_001;BTH;ble;2020;PREPA;;27/09/2020;20.6;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2020;PREPA;2;04/10/2020;18.2;une_reprise;;
beauce_5_sa_001;BTH;ble;2020;SEMIS;;07/11/2020;2.8;semis;;
beauce_5_sa_001;BTH;ble;2020;FERTI_Min;1;01/03/2021;;AN;33.1;
beauce_5_sa_001;BTH;ble;2020;FERTI_Min;2;15/06/2021;;AN;19.4;
beauce_5_sa_001;BTH;ble;2020;RECOLTE;;22/06/2021;;;;
beauce_5_sa_001;BTH;ble;2021;PREPA;;27/09/2021;20.6;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2021;PREPA;2;04/10/2021;18.2;une_reprise;;
beauce_5_sa_001;BTH;ble;2021;SEMIS;;07/11/2021;2.8;semis;;
beauce_5_sa_001;BTH;ble;2021;FERTI_Min;1;01/03/2022;;AN;33.1;
beauce_5_sa_001;BTH;ble;2021;FERTI_Min;2;15/06/2022;;AN;19.4;
beauce_5_sa_001;BTH;ble;2021;RECOLTE;;22/06/2022;;;;
beauce_5_sa_001;BTH;ble;2022;PREPA;;27/09/2022;20.6;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2022;PREPA;2;04/10/2022;18.2;une_reprise;;
beauce_5_sa_001;BTH;ble;2022;SEMIS;;07/11/2022;2.8;semis;;
beauce_5_sa_001;BTH;ble;2022;FERTI_Min;1;01/03/2023;;AN;33.1;
beauce_5_sa_001;BTH;ble;2022;FERTI_Min;2;15/06/2023;;AN;19.4;
beauce_5_sa_001;BTH;ble;2022;RECOLTE;;22/06/2023;;;;
beauce_5_sa_001;BTH;ble;2023;PREPA;;27/09/2023;20.6;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2023;PREPA;2;04/10/2023;18.2;une_reprise;;
beauce_5_sa_001;BTH;ble;2023;SEMIS;;07/11/2023;2.8;semis;;
beauce_5_sa_001;BTH;ble;2023;FERTI_Min;1;29/02/2024;;AN;33.1;
beauce_5_sa_001;BTH;ble;2023;FERTI_Min;2;14/06/2024;;AN;19.4;
beauce_5_sa_001;BTH;ble;2023;RECOLTE;;21/06/2024;;;;
beauce_5_sa_001;BTH;ble;2024;PREPA;;27/09/2024;20.6;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2024;PREPA;2;04/10/2024;18.2;une_reprise;;
beauce_5_sa_001;BTH;ble;2024;SEMIS;;07/11/2024;2.8;semis;;
beauce_5_sa_001;BTH;ble;2024;FERTI_Min;1;01/03/2025;;AN;33.1;
beauce_5_sa_001;BTH;ble;2024;FERTI_Min;2;15/06/2025;;AN;19.4;
beauce_5_sa_001;BTH;ble;2024;RECOLTE;;22/06/2025;;;;
beauce_5_sa_001;BTH;ble;2025;PREPA;;27/09/2025;20.6;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2025;PREPA;2;04/10/2025;18.2;une_reprise;;
beauce_5_sa_001;BTH;ble;2025;SEMIS;;07/11/2025;2.8;semis;;
beauce_5_sa_001;BTH;ble;2025;FERTI_Min;1;01/03/2026;;AN;33.1;
beauce_5_sa_001;BTH;ble;2025;FERTI_Min;2;15/06/2026;;AN;19.4;
beauce_5_sa_001;BTH;ble;2025;RECOLTE;;22/06/2026;;;;
beauce_5_sa_001;BTH;ble;2026;PREPA;;27/09/2026;20.6;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2026;PREPA;2;04/10/2026;18.2;une_reprise;;
beauce_5_sa_001;BTH;ble;2026;SEMIS;;07/11/2026;2.8;semis;;
beauce_5_sa_001;BTH;ble;2026;FERTI_Min;1;01/03/2027;;AN;33.1;
beauce_5_sa_001;BTH;ble;2026;FERTI_Min;2;15/06/2027;;AN;19.4;
beauce_5_sa_001;BTH;ble;2026;RECOLTE;;22/06/2027;;;;
beauce_5_sa_001;BTH;ble;2027;PREPA;;27/09/2027;20.6;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2027;PREPA;2;04/10/2027;18.2;une_reprise;;
beauce_5_sa_001;BTH;ble;2027;SEMIS;;07/11/2027;2.8;semis;;
beauce_5_sa_001;BTH;ble;2027;FERTI_Min;1;29/02/2028;;AN;33.1;
beauce_5_sa_001;BTH;ble;2027;FERTI_Min;2;14/06/2028;;AN;19.4;
beauce_5_sa_001;BTH;ble;2027;RECOLTE;;21/06/2028;;;;
beauce_5_sa_001;BTH;ble;2028;PREPA;;27/09/2028;20.6;travail_sol_1;;
beauce_5_sa_001;BTH;ble;2028;PREPA;2;04/10/2028;18.2;une_reprise;;
beauce_5_sa_001;BTH;ble;2028;SEMIS;;07/11/2028;2.8;semis;;
beauce_5_sa_001;BTH;ble;2028;FERTI_Min;1;01/03/2029;;AN;33.1;
beauce_5_sa_001;BTH;ble;2028;FERTI_Min;2;15/06/2029;;AN;19.4;
beauce_5_sa_001;BTH;ble;2028;RECOLTE;;22/06/2029;;;;
beauce_5_sa_002;BTH;ble;2019;SEMIS;;15/09/2019;2.2;semis;;
beauce_5_sa_002;BTH;ble;2019;RECOLTE;;30/06/2020;;;;
beauce_5_sa_002;BTH;ble;2020;SEMIS;;15/09/2020;2.2;semis;;
beauce_5_sa_002;BTH;ble;2020;RECOLTE;;01/07/2021;;;;
beauce_5_sa_002;BTH;ble;2021;SEMIS;;15/09/2021;2.2;semis;;
beauce_5_sa_002;BTH;ble;2021;RECOLTE;;01/07/2022;;;;
beauce_5_sa_002;BTH;ble;2022;SEMIS;;15/09/2022;2.2;semis;;
beauce_5_sa_002;BTH;ble;2022;RECOLTE;;01/07/2023;;;;
beauce_5_sa_002;BTH;ble;2023;SEMIS;;15/09/2023;2.2;semis;;
beauce_5_sa_002;BTH;ble;2023;RECOLTE;;30/06/2024;;;;
beauce_5_sa_002;BTH;ble;2024;SEMIS;;15/09/2024;2.2;semis;;
beauce_5_sa_002;BTH;ble;2024;RECOLTE;;01/07/2025;;;;
beauce_5_sa_002;BTH;ble;2025;SEMIS;;15/09/2025;2.2;semis;;
beauce_5_sa_002;BTH;ble;2025;RECOLTE;;01/07/2026;;;;
beauce_5_sa_002;BTH;ble;2026;SEMIS;;15/09/2026;2.2;semis;;
beauce_5_sa_002;BTH;ble;2026;RECOLTE;;01/07/2027;;;;
beauce_5_sa_002;BTH;ble;2027;SEMIS;;15/09/2027;2.2;semis;;
beauce_5_sa_002;BTH;ble;2027;RECOLTE;;30/06/2028;;;;
beauce_5_sa_002;BTH;ble;2028;SEMIS;;15/09/2028;2.2;semis;;
beauce_5_sa_002;BTH;ble;2028;RECOLTE;;01/07/2029;;;;
beauce_5_sa_003;BTH;ble;2019;SEMIS;;30/09/2019;1.4;semis;;
beauce_5_sa_003;BTH;ble;2019;FERTI_Min;1;21/12/2019;;AN;29.7;
beauce_5_sa_003;BTH;ble;2019;RECOLTE;;08/07/2020;;;;
beauce_5_sa_003;BTH;ble;2020;SEMIS;;30/09/2020;1.4;semis;;
beauce_5_sa_003;BTH;ble;2020;FERTI_Min;1;21/12/2020;;AN;29.7;
beauce_5_sa_003;BTH;ble;2020;RECOLTE;;09/07/2021;;;;
beauce_5_sa_003;BTH;ble;2021;SEMIS;;30/09/2021;1.4;semis;;
beauce_5_sa_003;BTH;ble;2021;FERTI_Min;1;21/12/2021;;AN;29.7;
beauce_5_sa_003;BTH;ble;2021;RECOLTE;;09/07/2022;;;;
beauce_5_sa_003;BTH;ble;2022;SEMIS;;30/09/2022;1.4;semis;;
beauce_5_sa_003;BTH;ble;2022;FERTI_Min;1;21/12/2022;;AN;29.7;
beauce_5_sa_003;BTH;ble;2022;RECOLTE;;09/07/2023;;;;
beauce_5_sa_003;BTH;ble;2023;SEMIS;;30/09/2023;1.4;semis;;
beauce_5_sa_003;BTH;ble;2023;FERTI_Min;1;21/12/2023;;AN;29.7;
beauce_5_sa_003;BTH;ble;2023;RECOLTE;;08/07/2024;;;;
beauce_5_sa_003;BTH;ble;2024;SEMIS;;30/09/2024;1.4;semis;;
beauce_5_sa_003;BTH;ble;2024;FERTI_Min;1;21/12/2024;;AN;29.7;
beauce_5_sa_003;BTH;ble;2024;RECOLTE;;09/07/2025;;;;
beauce_5_sa_003;BTH;ble;2025;SEMIS;;30/09/2025;1.4;semis;;
beauce_5_sa_003;BTH;ble;2025;FERTI_Min;1;21/12/2025;;AN;29.7;
beauce_5_sa_003;BTH;ble;2025;RECOLTE;;09/07/2026;;;;
beauce_5_sa_003;BTH;ble;2026;SEMIS;;30/09/2026;1.4;semis;;
beauce_5_sa_003;BTH;ble;2026;FERTI_Min;1;21/12/2026;;AN;29.7;
beauce_5_sa_003;BTH;ble;2026;RECOLTE;;09/07/2027;;;;
beauce_5_sa_003;BTH;ble;2027;SEMIS;;30/09/2027;1.4;semis;;
beauce_5_sa_003;BTH;ble;2027;FERTI_Min;1;21/12/2027;;AN;29.7;
beauce_5_sa_003;BTH;ble;2027;RECOLTE;;08/07/2028;;;;
beauce_5_sa_003;BTH;ble;2028;SEMIS;;30/09/2028;1.4;semis;;
beauce_5_sa_003;BTH;ble;2028;FERTI_Min;1;21/12/2028;;AN;29.7;
beauce_5_sa_003;BTH;ble;2028;RECOLTE;;09/07/2029;;;;
beauce_5_sa_004;BTH;ble;2019;SEMIS;;24/09/2019;2.5;semis;;
beauce_5_sa_004;BTH;ble;2019;FERTI_Min;1;28/05/2020;;AN;28.6;
beauce_5_sa_004;BTH;ble;2019;FERTI_Min;2;29/05/2020;;AN;42.7;
beauce_5_sa_004;BTH;ble;2019;FERTI_Min;3;30/05/2020;;AN;83.4;
beauce_5_sa_004;BTH;ble;2019;RECOLTE;;28/06/2020;;;;
beauce_5_sa_004;BTH;ble;2020;SEMIS;;24/09/2020;2.5;semis;;
beauce_5_sa_004;BTH;ble;2020;FERTI_Min;1;29/05/2021;;AN;28.6;
beauce_5_sa_004;BTH;ble;2020;FERTI_Min;2;30/05/2021;;AN;42.7;
beauce_5_sa_004;BTH;ble;2020;FERTI_Min;3;31/05/2021;;AN;83.4;
beauce_5_sa_004;BTH;ble;2020;RECOLTE;;29/06/2021;;;;
beauce_5_sa_004;BTH;ble;2021;SEMIS;;24/09/2021;2.5;semis;;
beauce_5_sa_004;BTH;ble;2021;FERTI_Min;1;29/05/2022;;AN;28.6;
beauce_5_sa_004;BTH;ble;2021;FERTI_Min;2;30/05/2022;;AN;42.7;
beauce_5_sa_004;BTH;ble;2021;FERTI_Min;3;31/05/2022;;AN;83.4;
beauce_5_sa_004;BTH;ble;2021;RECOLTE;;29/06/2022;;;;
beauce_5_sa_004;BTH;ble;2022;SEMIS;;24/09/2022;2.5;semis;;
beauce_5_sa_004;BTH;ble;2022;FERTI_Min;1;29/05/2023;;AN;28.6;
beauce_5_sa_004;BTH;ble;2022;FERTI_Min;2;30/05/2023;;AN;42.7;
beauce_5_sa_004;BTH;ble;2022;FERTI_Min;3;31/05/2023;;AN;83.4;
beauce_5_sa_004;BTH;ble;2022;RECOLTE;;29/06/2023;;;;
beauce_5_sa_004;BTH;ble;2023;SEMIS;;24/09/2023;2.5;semis;;
beauce_5_sa_004;BTH;ble;2023;FERTI_Min;1;28/05/2024;;AN;28.6;
