Trait;nom_MAELIA;plant_sem;annee_deb;id_operation;ordre_op;DATE;PROF;TYPE;DOSE;TEMPS
beauce_5_sa_000;BTH;ble;2019;SEMIS;;15/10/2019;2.1;semis;;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;1;16/12/2019;;AN;80.8;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;2;15/04/2020;;AN;62.9;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;3;28/05/2020;;AN;49.9;
beauce_5_sa_000;BTH;ble;2019;RECOLTE;;19/06/2020;;;;
beauce_5_sa_000;BTH;ble;2020;SEMIS;;15/10/2020;2.1;semis;;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;1;16/12/2020;;AN;80.8;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;2;16/04/2021;;AN;62.9;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;3;29/05/2021;;AN;49.9;
beauce_5_sa_000;BTH;ble;2020;RECOLTE;;20/06/2021;;;;
beauce_5_sa_000;BTH;ble;2021;SEMIS;;15/10/2021;2.1;semis;;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;1;16/12/2021;;AN;80.8;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;2;16/04/2022;;AN;62.9;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;3;29/05/2022;;AN;49.9;
beauce_5_sa_000;BTH;ble;2021;RECOLTE;;20/06/2022;;;;
beauce_5_sa_000;BTH;ble;2022;SEMIS;;15/10/2022;2.1;semis;;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;1;16/12/2022;;AN;80.8;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;2;16/04/2023;;AN;62.9;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;3;29/05/2023;;AN;49.9;
beauce_5_sa_000;BTH;ble;2022;RECOLTE;;20/06/2023;;;;
beauce_5_sa_000;BTH;ble;2023;SEMIS;;15/10/2023;2.1;semis;;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;1;16/12/2023;;AN;80.8;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;2;15/04/2024;;AN;62.9;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;3;28/05/2024;;AN;49.9;
beauce_5_sa_000;BTH;ble;2023;RECOLTE;;19/06/2024;;;;
beauce_5_sa_000;BTH;ble;2024;SEMIS;;15/10/2024;2.1;semis;;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;1;16/12/2024;;AN;80.8;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;2;16/04/2025;;AN;62.9;
