ID_PDG;DATE;RRmm;Tmin;Tmax;ETP;RGI
90001;01/01/2028;0.000;2.100;7.600;0.760;6.980
90001;02/01/2028;0.000;-3.400;5.000;0.530;4.810
90001;03/01/2028;0.600;-1.200;6.100;0.580;5.010
90001;04/01/2028;0.000;-6.000;5.700;0.780;7.550
90001;05/01/2028;0.000;-3.400;7.200;0.780;7.230
90001;06/01/2028;0.000;-3.200;7.800;0.880;8.040
90001;07/01/2028;0.000;-7.000;5.400;0.890;8.040
90001;08/01/2028;23.400;-7.100;2.500;0.290;1.830
90001;09/01/2028;7.100;-4.300;3.300;0.770;7.900
90001;10/01/2028;1.100;-6.000;-0.100;0.800;8.250
90001;11/01/2028;1.000;-6.000;3.200;0.750;7.190
90001;12/01/2028;0.000;-6.700;2.900;0.700;7.430
90001;13/01/2028;0.000;-6.100;3.200;0.730;7.350
90001;14/01/2028;0.000;-7.600;2.100;0.820;7.910
90001;15/01/2028;1.700;-9.100;6.800;0.710;6.240
90001;16/01/2028;11.500;-9.200;-0.600;0.420;4.350
90001;17/01/2028;10.700;-7.200;0.500;0.490;5.110
90001;18/01/2028;1.600;-9.100;-2.000;0.650;7.920
90001;19/01/2028;0.000;-18.400;-5.900;0.600;9.780
90001;20/01/2028;0.000;-20.100;-9.000;0.540;9.870
90001;21/01/2028;0.000;-19.000;-6.700;0.570;9.370
90001;22/01/2028;0.000;-19.900;-3.000;0.610;7.860
90001;23/01/2028;21.000;-17.400;-2.900;0.420;4.960
90001;24/01/2028;11.800;-7.500;0.500;0.530;5.230
90001;25/01/2028;2.800;-8.700;1.100;0.730;7.860
90001;26/01/2028;0.000;-11.800;3.000;1.120;10.860
90001;27/01/2028;0.000;-13.000;-0.100;0.950;10.390
90001;28/01/2028;0.000;-13.800;-4.200;0.720;10.570
90001;29/01/2028;0.000;-14.200;3.400;1.060;10.780
90001;30/01/2028;0.000;-9.700;4.700;1.270;10.790
90001;31/01/2028;0.000;-10.000;5.900;1.250;11.160
90001;01/02/2028;0.000;-8.900;4.800;1.230;11.440
90001;02/02/2028;0.000;-9.600;2.900;1.080;11.370
90001;03/02/2028;0.000;-7.100;10.100;1.590;11.670
90001;04/02/2028;0.000;-5.300;7.300;1.400;11.250
90001;05/02/2028;1.500;-7.100;5.400;1.250;11.920
90001;06/02/2028;0.500;-6.800;3.600;1.130;11.930
90001;07/02/2028;0.900;-11.600;-2.400;1.040;12.390
90001;08/02/2028;0.000;-15.000;-3.200;1.000;12.620
90001;09/02/2028;0.000;-14.200;-2.500;0.970;12.620
90001;10/02/2028;0.000;-13.600;5.800;1.520;13.170
90001;11/02/2028;0.000;-5.100;8.000;1.690;13.020
90001;12/02/2028;0.000;-5.600;11.000;1.690;13.010
90001;13/02/2028;0.000;-0.900;10.400;1.770;13.360
90001;14/02/2028;0.000;-1.000;11.500;1.850;13.580
90001;15/02/2028;0.000;-5.600;10.400;1.840;13.780
90001;16/02/2028;0.000;-2.500;8.000;1.880;13.630
90001;17/02/2028;0.000;-4.700;9.800;1.750;13.830
90001;18/02/2028;0.000;-0.400;13.800;1.960;14.350
90001;19/02/2028;0.000;-2.400;12.800;1.980;14.410
90001;20/02/2028;0.000;-0.700;12.500;2.140;14.760
90001;21/02/2028;0.000;0.200;10.600;2.120;14.930
90001;22/02/2028;0.100;0.300;7.600;1.560;12.790
90001;23/02/2028;0.100;1.700;6.600;1.200;9.420
90001;24/02/2028;0.200;-1.200;7.200;1.130;8.580
90001;25/02/2028;0.000;-3.000;7.600;1.860;15.430
90001;26/02/2028;6.200;-5.900;1.200;0.700;6.300
90001;27/02/2028;1.400;-7.100;-0.800;1.080;12.660
90001;28/02/2028;0.500;-7.400;0.300;1.050;11.520
90001;29/02/2028;0.500;-7.400;0.300;1.050;11.520
90001;01/03/2028;3.300;-5.400;3.000;1.200;11.220
90001;02/03/2028;1.400;-3.800;3.200;1.290;12.160
90001;03/03/2028;0.000;-6.900;5.200;1.780;16.130
90001;04/03/2028;0.000;-10.300;6.800;1.980;17.450
90001;05/03/2028;0.000;-9.500;7.000;2.040;17.910
90001;06/03/2028;0.000;-11.400;5.300;1.960;18.270
90001;07/03/2028;3.100;-12.100;5.800;1.860;16.700
90001;08/03/2028;7.300;-5.200;7.500;1.050;7.710
90001;09/03/2028;6.500;2.300;9.000;2.200;17.290
90001;10/03/2028;14.100;2.400;6.900;1.560;11.700
90001;11/03/2028;18.900;3.500;9.600;0.840;5.360
90001;12/03/2028;0.300;-0.800;9.600;2.490;19.200
90001;13/03/2028;5.800;-0.900;11.500;2.190;16.140
90001;14/03/2028;19.400;-3.200;6.300;1.880;16.530
90001;15/03/2028;0.000;-7.700;5.300;2.310;20.220
90001;16/03/2028;0.000;-6.300;7.600;2.450;19.820
90001;17/03/2028;0.000;-5.800;9.500;2.470;19.110
90001;18/03/2028;0.300;-6.100;9.400;2.420;19.040
90001;19/03/2028;2.700;2.200;5.600;0.970;7.080
90001;20/03/2028;0.900;-2.800;10.300;2.590;20.350
90001;21/03/2028;0.000;-0.800;9.800;2.530;19.130
90001;22/03/2028;0.000;1.900;11.500;2.790;21.120
90001;23/03/2028;0.300;2.300;13.200;2.480;17.080
90001;24/03/2028;4.000;2.900;11.500;1.820;12.630
90001;25/03/2028;0.300;2.200;10.000;2.480;18.500
90001;26/03/2028;16.800;0.200;7.400;1.040;6.830
90001;27/03/2028;1.000;-9.400;3.100;2.200;21.280
90001;28/03/2028;0.000;-4.600;9.800;2.800;21.690
90001;29/03/2028;0.000;0.400;15.100;3.050;20.110
90001;30/03/2028;0.400;3.200;14.100;2.910;20.010
90001;31/03/2028;20.000;1.600;10.300;1.510;10.320
90001;01/04/2028;0.900;-1.000;6.300;2.660;21.770
90001;02/04/2028;1.100;-3.000;6.800;2.540;22.640
90001;03/04/2028;0.300;-1.400;9.400;2.870;22.220
90001;04/04/2028;1.400;-1.800;8.000;2.540;20.370
90001;05/04/2028;0.000;-3.600;6.200;2.710;23.080
90001;06/04/2028;0.000;-3.600;8.800;2.870;22.130
90001;07/04/2028;1.800;-2.300;7.500;2.680;21.910
90001;08/04/2028;0.100;-2.800;10.100;3.150;24.130
90001;09/04/2028;0.000;-2.800;13.000;3.540;24.830
