Trait;nom_MAELIA;plant_sem;annee_deb;id_operation;ordre_op;DATE;PROF;TYPE;DOSE;TEMPS
clim1_briançon_p00;BTH;ble;2019;PREPA;;30/09/2019;24.0;travail_sol_1;;
clim1_briançon_p00;BTH;ble;2019;PREPA;2;07/10/2019;17.5;une_reprise;;
clim1_briançon_p00;BTH;ble;2019;SEMIS;;10/11/2019;2.1;semis;;
clim1_briançon_p00;BTH;ble;2019;FERTI_Min;1;12/01/2020;;AN;26.2;
clim1_briançon_p00;BTH;ble;2019;FERTI_Min;2;06/03/2020;;AN;44.4;
clim1_briançon_p00;BTH;ble;2019;FERTI_Min;3;22/04/2020;;AN;46.1;
clim1_briançon_p00;BTH;ble;2019;RECOLTE;;08/07/2020;;;;
clim1_briançon_p00;BTH;ble;2020;PREPA;;30/09/2020;24.0;travail_sol_1;;
clim1_briançon_p00;BTH;ble;2020;PREPA;2;07/10/2020;17.5;une_reprise;;
clim1_briançon_p00;BTH;ble;2020;SEMIS;;10/11/2020;2.1;semis;;
clim1_briançon_p00;BTH;ble;2020;FERTI_Min;1;12/01/2021;;AN;26.2;
clim1_briançon_p00;BTH;ble;2020;FERTI_Min;2;07/03/2021;;AN;44.4;
clim1_briançon_p00;BTH;ble;2020;FERTI_Min;3;23/04/2021;;AN;46.1;
clim1_briançon_p00;BTH;ble;2020;RECOLTE;;09/07/2021;;;;
clim1_briançon_p00;BTH;ble;2021;PREPA;;30/09/2021;24.0;travail_sol_1;;
clim1_briançon_p00;BTH;ble;2021;PREPA;2;07/10/2021;17.5;une_reprise;;
clim1_briançon_p00;BTH;ble;2021;SEMIS;;10/11/2021;2.1;semis;;
clim1_briançon_p00;BTH;ble;2021;FERTI_Min;1;12/01/2022;;AN;26.2;
clim1_briançon_p00;BTH;ble;2021;FERTI_Min;2;07/03/2022;;AN;44.4;
clim1_briançon_p00;BTH;ble;2021;FERTI_Min;3;23/04/2022;;AN;46.1;
clim1_briançon_p00;BTH;ble;2021;RECOLTE;;09/07/2022;;;;
clim1_briançon_p00;BTH;ble;2022;PREPA;;30/09/2022;24.0;travail_sol_1;;
clim1_briançon_p00;BTH;ble;2022;PREPA;2;07/10/2022;17.5;une_reprise;;
clim1_briançon_p00;BTH;ble;2022;SEMIS;;10/11/2022;2.1;semis;;
clim1_briançon_p00;BTH;ble;2022;FERTI_Min;1;12/01/2023;;AN;26.2;
clim1_briançon_p00;BTH;ble;2022;FERTI_Min;2;07/03/2023;;AN;44.4;
clim1_briançon_p00;BTH;ble;2022;FERTI_Min;3;23/04/2023;;AN;46.1;
clim1_briançon_p00;BTH;ble;2022;RECOLTE;;09/07/2023;;;;
clim1_briançon_p00;BTH;ble;2023;PREPA;;30/09/2023;24.0;travail_sol_1;;
clim1_briançon_p00;BTH;ble;2023;PREPA;2;07/10/2023;17.5;une_reprise;;
