Trait;nom_MAELIA;plant_sem;annee_deb;id_operation;ordre_op;DATE;PROF;TYPE;DOSE;TEMPS
clim1_briançon_p00;BTH;ble;2019;PREPA;;22/10/2019;8.3;travail_sol_1;;
clim1_briançon_p00;BTH;ble;2019;PREPA;2;29/10/2019;16.2;une_reprise;;
clim1_briançon_p00;BTH;ble;2019;SEMIS;;11/11/2019;1.7;semis;;
clim1_briançon_p00;BTH;ble;2019;RECOLTE;;10/07/2020;;;;
clim1_briançon_p00;BTH;ble;2020;PREPA;;22/10/2020;8.3;travail_sol_1;;
clim1_briançon_p00;BTH;ble;2020;PREPA;2;29/10/2020;16.2;une_reprise;;
clim1_briançon_p00;BTH;ble;2020;SEMIS;;11/11/2020;1.7;semis;;
clim1_briançon_p00;BTH;ble;2020;RECOLTE;;11/07/2021;;;;
clim1_briançon_p00;BTH;ble;2021;PREPA;;22/10/2021;8.3;travail_sol_1;;
clim1_briançon_p00;BTH;ble;2021;PREPA;2;29/10/2021;16.2;une_reprise;;
clim1_briançon_p00;BTH;ble;2021;SEMIS;;11/11/2021;1.7;semis;;
clim1_briançon_p00;BTH;ble;2021;RECOLTE;;11/07/2022;;;;
clim1_briançon_p00;BTH;ble;2022;PREPA;;22/10/2022;8.3;travail_sol_1;;
clim1_briançon_p00;BTH;ble;2022;PREPA;2;29/10/2022;16.2;une_reprise;;
clim1_briançon_p00;BTH;ble;2022;SEMIS;;11/11/2022;1.7;semis;;
clim1_briançon_p00;BTH;ble;2022;RECOLTE;;11/07/2023;;;;
clim1_briançon_p00;BTH;ble;2023;PREPA;;22/10/2023;8.3;travail_sol_1;;
clim1_briançon_p00;BTH;ble;2023;PREPA;2;29/10/2023;16.2;une_reprise;;
clim1_briançon_p00;BTH;ble;2023;SEMIS;;11/11/2023;1.7;semis;;
clim1_briançon_p00;BTH;ble;2023;RECOLTE;;10/07/2024;;;;
clim1_briançon_p00;BTH;ble;2024;PREPA;;22/10/2024;8.3;travail_sol_1;;
clim1_briançon_p00;BTH;ble;2024;PREPA;2;29/10/2024;16.2;une_reprise;;
clim1_briançon_p00;BTH;ble;2024;SEMIS;;11/11/2024;1.7;semis;;
clim1_briançon_p00;BTH;ble;2024;RECOLTE;;11/07/2025;;;;
clim1_briançon_p00;BTH;ble;2025;PREPA;;22/10/2025;8.3;travail_sol_1;;
clim1_briançon_p00;BTH;ble;2025;PREPA;2;29/10/2025;16.2;une_reprise;;
clim1_briançon_p00;BTH;ble;2025;SEMIS;;11/11/2025;1.7;semis;;
clim1_briançon_p00;BTH;ble;2025;RECOLTE;;11/07/2026;;;;
clim1_briançon_p00;BTH;ble;2026;PREPA;;22/10/2026;8.3;travail_sol_1;;
clim1_briançon_p00;BTH;ble;2026;PREPA;2;29/10/2026;16.2;une_reprise;;
clim1_briançon_p00;BTH;ble;2026;SEMIS;;11/11/2026;1.7;semis;;
clim1_briançon_p00;BTH;ble;2026;RECOLTE;;11/07/2027;;;;
clim1_briançon_p00;BTH;ble;2027;PREPA;;22/10/2027;8.3;travail_sol_1;;
clim1_briançon_p00;BTH;ble;2027;PREPA;2;29/10/2027;16.2;une_reprise;;
clim1_briançon_p00;BTH;ble;2027;SEMIS;;11/11/2027;1.7;semis;;
clim1_briançon_p00;BTH;ble;2027;RECOLTE;;10/07/2028;;;;
clim1_briançon_p00;BTH;ble;2028;PREPA;;22/10/2028;8.3;travail_sol_1;;
clim1_briançon_p00;BTH;ble;2028;PREPA;2;29/10/2028;16.2;une_reprise;;
clim1_briançon_p00;BTH;ble;2028;SEMIS;;11/11/2028;1.7;semis;;
clim1_briançon_p00;BTH;ble;2028;RECOLTE;;11/07/2029;;;;
clim1_briançon_p01;BTH;ble;2019;PREPA;;15/10/2019;19.3;travail_sol_1;;
clim1_briançon_p01;BTH;ble;2019;SEMIS;;24/10/2019;1.5;semis;;
clim1_briançon_p01;BTH;ble;2019;FERTI_Min;1;28/12/2019;;AN;8.0;
clim1_briançon_p01;BTH;ble;2019;RECOLTE;;28/06/2020;;;;
clim1_briançon_p01;BTH;ble;2020;PREPA;;15/10/2020;19.3;travail_sol_1;;
clim1_briançon_p01;BTH;ble;2020;SEMIS;;24/10/2020;1.5;semis;;
clim1_briançon_p01;BTH;ble;2020;FERTI_Min;1;28/12/2020;;AN;8.0;
clim1_briançon_p01;BTH;ble;2020;RECOLTE;;29/06/2021;;;;
clim1_briançon_p01;BTH;ble;2021;PREPA;;15/10/2021;19.3;travail_sol_1;;
clim1_briançon_p01;BTH;ble;2021;SEMIS;;24/10/2021;1.5;semis;;
clim1_briançon_p01;BTH;ble;2021;FERTI_Min;1;28/12/2021;;AN;8.0;
clim1_briançon_p01;BTH;ble;2021;RECOLTE;;29/06/2022;;;;
clim1_briançon_p01;BTH;ble;2022;PREPA;;15/10/2022;19.3;travail_sol_1;;
clim1_briançon_p01;BTH;ble;2022;SEMIS;;24/10/2022;1.5;semis;;
