Trait;nom_MAELIA;plant_sem;annee_deb;id_operation;ordre_op;DATE;PROF;TYPE;DOSE;TEMPS
beauce_5_sa_000;BTH;ble;2019;SEMIS;;31/10/2019;;;;
beauce_5_sa_000;BTH;ble;2019;RECOLTE;;08/07/2020;;;;
beauce_5_sa_000;BTH;ble;2020;SEMIS;;31/10/2020;;;;
beauce_5_sa_000;BTH;ble;2020;RECOLTE;;09/07/2021;;;;
beauce_5_sa_000;BTH;ble;2021;SEMIS;;31/10/2021;;;;
beauce_5_sa_000;BTH;ble;2021;RECOLTE;;09/07/2022;;;;
beauce_5_sa_000;BTH;ble;2022;SEMIS;;31/10/2022;;;;
beauce_5_sa_000;BTH;ble;2022;RECOLTE;;09/07/2023;;;;
beauce_5_sa_000;BTH;ble;2023;SEMIS;;31/10/2023;;;;
beauce_5_sa_000;BTH;ble;2023;RECOLTE;;08/07/2024;;;;
beauce_5_sa_000;BTH;ble;2024;SEMIS;;31/10/2024;;;;
beauce_5_sa_000;BTH;ble;2024;RECOLTE;;09/07/2025;;;;
beauce_5_sa_000;BTH;ble;2025;SEMIS;;31/10/2025;;;;
beauce_5_sa_000;BTH;ble;2025;RECOLTE;;09/07/2026;;;;
beauce_5_sa_000;BTH;ble;2026;SEMIS;;31/10/2026;;;;
beauce_5_sa_000;BTH;ble;2026;RECOLTE;;09/07/2027;;;;
beauce_5_sa_000;BTH;ble;2027;SEMIS;;31/10/2027;;;;
beauce_5_sa_000;BTH;ble;2027;RECOLTE;;08/07/2028;;;;
beauce_5_sa_000;BTH;ble;2028;SEMIS;;31/10/2028;;;;
beauce_5_sa_000;BTH;ble;2028;RECOLTE;;09/07/2029;;;;
beauce_5_sa_000;BTH;ble;2029;SEMIS;;31/10/2029;;;;
beauce_5_sa_000;BTH;ble;2029;RECOLTE;;09/07/2030;;;;
beauce_5_sa_000;BTH;ble;2030;SEMIS;;31/10/2030;;;;
beauce_5_sa_000;BTH;ble;2030;RECOLTE;;09/07/2031;;;;
beauce_5_sa_001;BTH;ble;2019;SEMIS;;02/10/2019;;;;
beauce_5_sa_001;BTH;ble;2019;FERTI_Min;1;21/04/2020;;urea;73.5;
beauce_5_sa_001;BTH;ble;2019;FERTI_Min;1;21/04/2020;;N_solutions;24.8;
beauce_5_sa_001;BTH;ble;2019;RECOLTE;;15/08/2020;;;;
beauce_5_sa_001;BTH;ble;2020;SEMIS;;02/10/2020;;;;
beauce_5_sa_001;BTH;ble;2020;FERTI_Min;1;22/04/2021;;urea;73.5;
beauce_5_sa_001;BTH;ble;2020;FERTI_Min;1;22/04/2021;;N_solutions;24.8;
beauce_5_sa_001;BTH;ble;2020;RECOLTE;;16/08/2021;;;;
beauce_5_sa_001;BTH;ble;2021;SEMIS;;02/10/2021;;;;
beauce_5_sa_001;BTH;ble;2021;FERTI_Min;1;22/04/2022;;urea;73.5;
beauce_5_sa_001;BTH;ble;2021;FERTI_Min;1;22/04/2022;;N_solutions;24.8;
beauce_5_sa_001;BTH;ble;2021;RECOLTE;;16/08/2022;;;;
beauce_5_sa_001;BTH;ble;2022;SEMIS;;02/10/2022;;;;
beauce_5_sa_001;BTH;ble;2022;FERTI_Min;1;22/04/2023;;urea;73.5;
beauce_5_sa_001;BTH;ble;2022;FERTI_Min;1;22/04/2023;;N_solutions;24.8;
beauce_5_sa_001;BTH;ble;2022;RECOLTE;;16/08/2023;;;;
beauce_5_sa_001;BTH;ble;2023;SEMIS;;02/10/2023;;;;
beauce_5_sa_001;BTH;ble;2023;FERTI_Min;1;21/04/2024;;urea;73.5;
beauce_5_sa_001;BTH;ble;2023;FERTI_Min;1;21/04/2024;;N_solutions;24.8;
beauce_5_sa_001;BTH;ble;2023;RECOLTE;;15/08/2024;;;;
beauce_5_sa_001;BTH;ble;2024;SEMIS;;02/10/2024;;;;
beauce_5_sa_001;BTH;ble;2024;FERTI_Min;1;22/04/2025;;urea;73.5;
beauce_5_sa_001;BTH;ble;2024;FERTI_Min;1;22/04/2025;;N_solutions;24.8;
beauce_5_sa_001;BTH;ble;2024;RECOLTE;;16/08/2025;;;;
beauce_5_sa_001;BTH;ble;2025;SEMIS;;02/10/2025;;;;
beauce_5_sa_001;BTH;ble;2025;FERTI_Min;1;22/04/2026;;urea;73.5;
beauce_5_sa_001;BTH;ble;2025;FERTI_Min;1;22/04/2026;;N_solutions;24.8;
beauce_5_sa_001;BTH;ble;2025;RECOLTE;;16/08/2026;;;;
beauce_5_sa_001;BTH;ble;2026;SEMIS;;02/10/2026;;;;
beauce_5_sa_001;BTH;ble;2026;FERTI_Min;1;22/04/2027;;urea;73.5;
beauce_5_sa_001;BTH;ble;2026;FERTI_Min;1;22/04/2027;;N_solutions;24.8;
beauce_5_sa_001;BTH;ble;2026;RECOLTE;;16/08/2027;;;;
beauce_5_sa_001;BTH;ble;2027;SEMIS;;02/10/2027;;;;
beauce_5_sa_001;BTH;ble;2027;FERTI_Min;1;21/04/2028;;urea;73.5;
beauce_5_sa_001;BTH;ble;2027;FERTI_Min;1;21/04/2028;;N_solutions;24.8;
beauce_5_sa_001;BTH;ble;2027;RECOLTE;;15/08/2028;;;;
beauce_5_sa_001;BTH;ble;2028;SEMIS;;02/10/2028;;;;
beauce_5_sa_001;BTH;ble;2028;FERTI_Min;1;22/04/2029;;urea;73.5;
beauce_5_sa_001;BTH;ble;2028;FERTI_Min;1;22/04/2029;;N_solutions;24.8;
