Trait;nom_MAELIA;plant_sem;annee_deb;id_operation;ordre_op;DATE;PROF;TYPE;DOSE;TEMPS
beauce_5_sa_000;BTH;ble;2019;SEMIS;;10/11/2019;;;;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;1;27/04/2020;;N_solutions;34.1;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;2;17/05/2020;;N_solutions;28.1;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;2;17/05/2020;;urea;18.9;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;3;25/05/2020;;mineral;56.5;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;3;25/05/2020;;urea;33.0;
beauce_5_sa_000;BTH;ble;2019;RECOLTE;;06/08/2020;;;;
beauce_5_sa_000;BTH;ble;2020;SEMIS;;10/11/2020;;;;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;1;28/04/2021;;N_solutions;34.1;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;2;18/05/2021;;N_solutions;28.1;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;2;18/05/2021;;urea;18.9;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;3;26/05/2021;;mineral;56.5;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;3;26/05/2021;;urea;33.0;
beauce_5_sa_000;BTH;ble;2020;RECOLTE;;07/08/2021;;;;
beauce_5_sa_000;BTH;ble;2021;SEMIS;;10/11/2021;;;;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;1;28/04/2022;;N_solutions;34.1;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;2;18/05/2022;;N_solutions;28.1;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;2;18/05/2022;;urea;18.9;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;3;26/05/2022;;mineral;56.5;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;3;26/05/2022;;urea;33.0;
beauce_5_sa_000;BTH;ble;2021;RECOLTE;;07/08/2022;;;;
beauce_5_sa_000;BTH;ble;2022;SEMIS;;10/11/2022;;;;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;1;28/04/2023;;N_solutions;34.1;
