Trait;nom_MAELIA;plant_sem;annee_deb;id_operation;ordre_op;DATE;PROF;TYPE;DOSE;TEMPS
beauce_5_sa_000;BTH;ble;2019;SEMIS;;28/10/2019;;;;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;1;07/01/2020;;N_solutions;21.2;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;2;20/03/2020;;urea;62.0;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;2;20/03/2020;;mineral;71.4;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;3;14/04/2020;;urea;99.8;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;3;14/04/2020;;mineral;66.7;
beauce_5_sa_000;BTH;ble;2019;RECOLTE;;12/08/2020;;;;
beauce_5_sa_000;BTH;ble;2020;SEMIS;;28/10/2020;;;;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;1;07/01/2021;;N_solutions;21.2;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;2;21/03/2021;;urea;62.0;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;2;21/03/2021;;mineral;71.4;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;3;15/04/2021;;urea;99.8;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;3;15/04/2021;;mineral;66.7;
beauce_5_sa_000;BTH;ble;2020;RECOLTE;;13/08/2021;;;;
beauce_5_sa_000;BTH;ble;2021;SEMIS;;28/10/2021;;;;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;1;07/01/2022;;N_solutions;21.2;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;2;21/03/2022;;urea;62.0;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;2;21/03/2022;;mineral;71.4;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;3;15/04/2022;;urea;99.8;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;3;15/04/2022;;mineral;66.7;
beauce_5_sa_000;BTH;ble;2021;RECOLTE;;13/08/2022;;;;
beauce_5_sa_000;BTH;ble;2022;SEMIS;;28/10/2022;;;;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;1;07/01/2023;;N_solutions;21.2;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;2;21/03/2023;;urea;62.0;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;2;21/03/2023;;mineral;71.4;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;3;15/04/2023;;urea;99.8;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;3;15/04/2023;;mineral;66.7;
beauce_5_sa_000;BTH;ble;2022;RECOLTE;;13/08/2023;;;;
beauce_5_sa_000;BTH;ble;2023;SEMIS;;28/10/2023;;;;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;1;07/01/2024;;N_solutions;21.2;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;2;20/03/2024;;urea;62.0;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;2;20/03/2024;;mineral;71.4;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;3;14/04/2024;;urea;99.8;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;3;14/04/2024;;mineral;66.7;
beauce_5_sa_000;BTH;ble;2023;RECOLTE;;12/08/2024;;;;
beauce_5_sa_000;BTH;ble;2024;SEMIS;;28/10/2024;;;;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;1;07/01/2025;;N_solutions;21.2;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;2;21/03/2025;;urea;62.0;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;2;21/03/2025;;mineral;71.4;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;3;15/04/2025;;urea;99.8;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;3;15/04/2025;;mineral;66.7;
beauce_5_sa_000;BTH;ble;2024;RECOLTE;;13/08/2025;;;;
beauce_5_sa_000;BTH;ble;2025;SEMIS;;28/10/2025;;;;
beauce_5_sa_000;BTH;ble;2025;FERTI_Min;1;07/01/2026;;N_solutions;21.2;
beauce_5_sa_000;BTH;ble;2025;FERTI_Min;2;21/03/2026;;urea;62.0;
beauce_5_sa_000;BTH;ble;2025;FERTI_Min;2;21/03/2026;;mineral;71.4;
beauce_5_sa_000;BTH;ble;2025;FERTI_Min;3;15/04/2026;;urea;99.8;
beauce_5_sa_000;BTH;ble;2025;FERTI_Min;3;15/04/2026;;mineral;66.7;
beauce_5_sa_000;BTH;ble;2025;RECOLTE;;13/08/2026;;;;
beauce_5_sa_000;BTH;ble;2026;SEMIS;;28/10/2026;;;;
beauce_5_sa_000;BTH;ble;2026;FERTI_Min;1;07/01/2027;;N_solutions;21.2;
beauce_5_sa_000;BTH;ble;2026;FERTI_Min;2;21/03/2027;;urea;62.0;
beauce_5_sa_000;BTH;ble;2026;FERTI_Min;2;21/03/2027;;mineral;71.4;
beauce_5_sa_000;BTH;ble;2026;FERTI_Min;3;15/04/2027;;urea;99.8;
beauce_5_sa_000;BTH;ble;2026;FERTI_Min;3;15/04/2027;;mineral;66.7;
beauce_5_sa_000;BTH;ble;2026;RECOLTE;;13/08/2027;;;;
beauce_5_sa_000;BTH;ble;2027;SEMIS;;28/10/2027;;;;
beauce_5_sa_000;BTH;ble;2027;FERTI_Min;1;07/01/2028;;N_solutions;21.2;
beauce_5_sa_000;BTH;ble;2027;FERTI_Min;2;20/03/2028;;urea;62.0;
beauce_5_sa_000;BTH;ble;2027;FERTI_Min;2;20/03/2028;;mineral;71.4;
beauce_5_sa_000;BTH;ble;2027;FERTI_Min;3;14/04/2028;;urea;99.8;
beauce_5_sa_000;BTH;ble;2027;FERTI_Min;3;14/04/2028;;mineral;66.7;
