Trait;nom_MAELIA;plant_sem;annee_deb;id_operation;ordre_op;DATE;PROF;TYPE;DOSE;TEMPS
beauce_5_sa_000;BTH;ble;2019;SEMIS;;16/10/2019;;;;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;1;04/03/2020;;N_solutions;69.4;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;1;04/03/2020;;N_solutions;13.0;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;2;18/05/2020;;AN;93.2;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;3;19/05/2020;;AN;47.7;
beauce_5_sa_000;BTH;ble;2019;RECOLTE;;11/07/2020;;;;
beauce_5_sa_000;BTH;ble;2020;SEMIS;;16/10/2020;;;;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;1;05/03/2021;;N_solutions;69.4;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;1;05/03/2021;;N_solutions;13.0;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;2;19/05/2021;;AN;93.2;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;3;20/05/2021;;AN;47.7;
beauce_5_sa_000;BTH;ble;2020;RECOLTE;;12/07/2021;;;;
beauce_5_sa_000;BTH;ble;2021;SEMIS;;16/10/2021;;;;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;1;05/03/2022;;N_solutions;69.4;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;1;05/03/2022;;N_solutions;13.0;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;2;19/05/2022;;AN;93.2;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;3;20/05/2022;;AN;47.7;
beauce_5_sa_000;BTH;ble;2021;RECOLTE;;12/07/2022;;;;
beauce_5_sa_000;BTH;ble;2022;SEMIS;;16/10/2022;;;;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;1;05/03/2023;;N_solutions;69.4;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;1;05/03/2023;;N_solutions;13.0;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;2;19/05/2023;;AN;93.2;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;3;20/05/2023;;AN;47.7;
beauce_5_sa_000;BTH;ble;2022;RECOLTE;;12/07/2023;;;;
beauce_5_sa_000;BTH;ble;2023;SEMIS;;16/10/2023;;;;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;1;04/03/2024;;N_solutions;69.4;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;1;04/03/2024;;N_solutions;13.0;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;2;18/05/2024;;AN;93.2;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;3;19/05/2024;;AN;47.7;
beauce_5_sa_000;BTH;ble;2023;RECOLTE;;11/07/2024;;;;
beauce_5_sa_000;BTH;ble;2024;SEMIS;;16/10/2024;;;;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;1;05/03/2025;;N_solutions;69.4;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;1;05/03/2025;;N_solutions;13.0;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;2;19/05/2025;;AN;93.2;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;3;20/05/2025;;AN;47.7;
beauce_5_sa_000;BTH;ble;2024;RECOLTE;;12/07/2025;;;;
beauce_5_sa_000;BTH;ble;2025;SEMIS;;16/10/2025;;;;
beauce_5_sa_000;BTH;ble;2025;FERTI_Min;1;05/03/2026;;N_solutions;69.4;
beauce_5_sa_000;BTH;ble;2025;FERTI_Min;1;05/03/2026;;N_solutions;13.0;
beauce_5_sa_000;BTH;ble;2025;FERTI_Min;2;19/05/2026;;AN;93.2;
beauce_5_sa_000;BTH;ble;2025;FERTI_Min;3;20/05/2026;;AN;47.7;
beauce_5_sa_000;BTH;ble;2025;RECOLTE;;12/07/2026;;;;
beauce_5_sa_000;BTH;ble;2026;SEMIS;;16/10/2026;;;;
