Trait;nom_MAELIA;plant_sem;annee_deb;id_operation;ordre_op;DATE;PROF;TYPE;DOSE;TEMPS
beauce_5_sa_000;BTH;ble;2019;PREPA;;04/09/2019;;Roulage;;
beauce_5_sa_000;BTH;ble;2019;PREPA;2;04/09/2019;;Roulage;;
beauce_5_sa_000;BTH;ble;2019;SEMIS;;20/09/2019;;;;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;1;19/02/2020;;N_solutions;36.6;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;2;02/03/2020;;AN;79.8;
beauce_5_sa_000;BTH;ble;2019;RECOLTE;;27/07/2020;;;;
beauce_5_sa_000;BTH;ble;2020;PREPA;;04/09/2020;;Roulage;;
beauce_5_sa_000;BTH;ble;2020;PREPA;2;04/09/2020;;Roulage;;
beauce_5_sa_000;BTH;ble;2020;SEMIS;;20/09/2020;;;;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;1;19/02/2021;;N_solutions;36.6;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;2;03/03/2021;;AN;79.8;
beauce_5_sa_000;BTH;ble;2020;RECOLTE;;28/07/2021;;;;
beauce_5_sa_000;BTH;ble;2021;PREPA;;04/09/2021;;Roulage;;
beauce_5_sa_000;BTH;ble;2021;PREPA;2;04/09/2021;;Roulage;;
beauce_5_sa_000;BTH;ble;2021;SEMIS;;20/09/2021;;;;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;1;19/02/2022;;N_solutions;36.6;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;2;03/03/2022;;AN;79.8;
beauce_5_sa_000;BTH;ble;2021;RECOLTE;;28/07/2022;;;;
beauce_5_sa_000;BTH;ble;2022;PREPA;;04/09/2022;;Roulage;;
beauce_5_sa_000;BTH;ble;2022;PREPA;2;04/09/2022;;Roulage;;
beauce_5_sa_000;BTH;ble;2022;SEMIS;;20/09/2022;;;;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;1;19/02/2023;;N_solutions;36.6;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;2;03/03/2023;;AN;79.8;
beauce_5_sa_000;BTH;ble;2022;RECOLTE;;28/07/2023;;;;
beauce_5_sa_000;BTH;ble;2023;PREPA;;04/09/2023;;Roulage;;
beauce_5_sa_000;BTH;ble;2023;PREPA;2;04/09/2023;;Roulage;;
beauce_5_sa_000;BTH;ble;2023;SEMIS;;20/09/2023;;;;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;1;19/02/2024;;N_solutions;36.6;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;2;02/03/2024;;AN;79.8;
beauce_5_sa_000;BTH;ble;2023;RECOLTE;;27/07/2024;;;;
beauce_5_sa_000;BTH;ble;2024;PREPA;;04/09/2024;;Roulage;;
beauce_5_sa_000;BTH;ble;2024;PREPA;2;04/09/2024;;Roulage;;
beauce_5_sa_000;BTH;ble;2024;SEMIS;;20/09/2024;;;;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;1;19/02/2025;;N_solutions;36.6;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;2;03/03/2025;;AN;79.8;
beauce_5_sa_000;BTH;ble;2024;RECOLTE;;28/07/2025;;;;
beauce_5_sa_000;BTH;ble;2025;PREPA;;04/09/2025;;Roulage;;
beauce_5_sa_000;BTH;ble;2025;PREPA;2;04/09/2025;;Roulage;;
beauce_5_sa_000;BTH;ble;2025;SEMIS;;20/09/2025;;;;
