Trait;nom_MAELIA;plant_sem;annee_deb;id_operation;ordre_op;DATE;PROF;TYPE;DOSE;TEMPS
beauce_5_sa_000;BTH;ble;2019;SEMIS;;25/10/2019;;;;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;1;11/04/2020;;urea;55.7;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;2;25/04/2020;;AN;28.1;
beauce_5_sa_000;BTH;ble;2019;FERTI_Min;3;05/06/2020;;AN;82.8;
beauce_5_sa_000;BTH;ble;2019;RECOLTE;;22/07/2020;;;;
beauce_5_sa_000;BTH;ble;2020;SEMIS;;25/10/2020;;;;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;1;12/04/2021;;urea;55.7;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;2;26/04/2021;;AN;28.1;
beauce_5_sa_000;BTH;ble;2020;FERTI_Min;3;06/06/2021;;AN;82.8;
beauce_5_sa_000;BTH;ble;2020;RECOLTE;;23/07/2021;;;;
beauce_5_sa_000;BTH;ble;2021;SEMIS;;25/10/2021;;;;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;1;12/04/2022;;urea;55.7;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;2;26/04/2022;;AN;28.1;
beauce_5_sa_000;BTH;ble;2021;FERTI_Min;3;06/06/2022;;AN;82.8;
beauce_5_sa_000;BTH;ble;2021;RECOLTE;;23/07/2022;;;;
beauce_5_sa_000;BTH;ble;2022;SEMIS;;25/10/2022;;;;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;1;12/04/2023;;urea;55.7;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;2;26/04/2023;;AN;28.1;
beauce_5_sa_000;BTH;ble;2022;FERTI_Min;3;06/06/2023;;AN;82.8;
beauce_5_sa_000;BTH;ble;2022;RECOLTE;;23/07/2023;;;;
beauce_5_sa_000;BTH;ble;2023;SEMIS;;25/10/2023;;;;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;1;11/04/2024;;urea;55.7;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;2;25/04/2024;;AN;28.1;
beauce_5_sa_000;BTH;ble;2023;FERTI_Min;3;05/06/2024;;AN;82.8;
beauce_5_sa_000;BTH;ble;2023;RECOLTE;;22/07/2024;;;;
beauce_5_sa_000;BTH;ble;2024;SEMIS;;25/10/2024;;;;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;1;12/04/2025;;urea;55.7;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;2;26/04/2025;;AN;28.1;
beauce_5_sa_000;BTH;ble;2024;FERTI_Min;3;06/06/2025;;AN;82.8;
beauce_5_sa_000;BTH;ble;2024;RECOLTE;;23/07/2025;;;;
beauce_5_sa_000;BTH;ble;2025;SEMIS;;25/10/2025;;;;
beauce_5_sa_000;BTH;ble;2025;FERTI_Min;1;12/04/2026;;urea;55.7;
beauce_5_sa_000;BTH;ble;2025;FERTI_Min;2;26/04/2026;;AN;28.1;
beauce_5_sa_000;BTH;ble;2025;FERTI_Min;3;06/06/2026;;AN;82.8;
beauce_5_sa_000;BTH;ble;2025;RECOLTE;;23/07/2026;;;;
